Time (s),Accel_x (m/s2),Accel_y (m/s2),Accel_z (m/s2),RPM,Humidity (%),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),noBond_height (mm),Bond_height (mm)
205.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,55.96,-47.17
205.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,52.30,-44.75
205.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,57.18,-42.33
205.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,52.30,-44.75
205.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,47.41,-42.33
205.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,51.07,-38.71
205.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,46.18,-35.09
205.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,38.85,-30.26
205.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,27.85,-27.84
205.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.74,30.30,-31.46
205.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,21.74,-26.63
205.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,14.41,-19.39
205.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,5.85,-20.59
205.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-0.26,-9.72
205.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-7.59,-4.89
205.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-18.59,9.60
206.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-29.59,15.64
206.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-35.70,25.30
206.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-43.03,37.38
206.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-52.81,48.25
206.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,33.07,-60.14,57.92
206.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-72.36,62.75
206.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-74.81,74.82
206.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,-73.59,77.24
206.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.93,-76.03,79.66
206.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-72.36,77.24
206.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,22.46,-72.36,69.99
206.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,29.13,-67.47,53.08
206.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-69.92,49.46
206.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-62.59,39.80
206.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-60.14,31.34
206.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-52.81,22.89
206.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-47.92,19.26
206.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-35.70,5.98
206.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-25.92,-9.72
206.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-22.26,-9.72
206.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-13.70,-18.18
206.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-0.26,-21.80
206.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,5.85,-24.22
206.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.55,8.30,-29.05
206.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,19.30,-35.09
207.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,25.41,-36.30
207.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,29.07,-41.13
207.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,23.07,38.85,-39.92
207.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,38.85,-47.17
207.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,38.85,-47.17
207.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,42.52,-49.58
207.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,48.63,-45.96
207.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,52.30,-48.37
207.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,54.74,-47.17
207.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,53.52,-43.54
207.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,58.41,-48.37
207.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,55.96,-45.96
207.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,53.52,-43.54
207.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,53.52,-39.92
207.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,51.07,-41.13
207.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,46.18,-35.09
207.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,46.18,-33.88
207.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,37.63,-33.88
207.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,32.74,-33.88
207.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,25.41,-23.01
207.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,22.96,-25.42
207.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,10.74,-19.39
207.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,8.30,-12.14
207.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-2.70,-6.10
207.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-10.03,-0.06
208.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-23.48,12.02
208.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,-27.14,19.26
208.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-36.92,30.14
208.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-46.70,39.80
208.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-56.48,53.08
208.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-63.81,60.33
208.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,30.11,-67.47,65.16
208.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-76.03,71.20
208.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-74.81,76.03
208.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-73.59,68.79
208.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-54.03,66.37
208.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-73.59,65.16
208.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-67.47,57.92
208.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-66.25,49.46
208.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-63.81,44.63
208.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-32.03,31.34
208.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-50.36,20.47
208.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-39.37,10.81
208.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-33.25,-1.27
208.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-28.37,-3.68
208.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,-17.37,-14.55
208.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-8.81,-21.80
208.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,0.97,-24.22
208.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.37,10.74,-27.84
208.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,27.85,-29.05
209.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,22.96,-30.26
209.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,27.85,-32.67
209.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,31.52,-39.92
209.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,31.52,-42.33
209.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,38.85,-44.75
209.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,44.96,-45.96
209.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,48.63,-49.58
209.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,46.18,-45.96
209.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,52.30,-47.17
209.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,54.74,-47.17
209.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,55.96,-44.75
209.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,57.18,-43.54
209.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,57.18,-44.75
209.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,53.52,-35.09
209.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,52.30,-48.37
209.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,51.07,-42.33
209.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,44.96,-36.30
209.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,44.96,-35.09
209.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,32.74,-76.15
209.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,32.74,-27.84
209.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,25.41,-27.84
209.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,15.63,-30.26
209.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,11.96,-19.39
209.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,30.51,10.74,-10.93
209.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-10.03,-6.10
210.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-18.59,8.39
210.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-23.48,16.85
210.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-30.81,24.10
210.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-39.37,34.97
210.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-50.36,45.84
210.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-60.14,54.29
210.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,29.71,-62.59,56.71
210.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-69.92,69.99
210.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-72.36,78.45
210.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,-73.59,76.03
210.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,-72.36,68.79
210.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-72.36,62.75
210.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,-68.70,61.54
210.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-67.47,53.08
210.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-66.25,44.63
210.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-56.48,42.21
210.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-56.48,24.10
210.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,-47.92,18.06
210.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-38.14,9.60
210.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-29.59,-4.89
210.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-17.37,-9.72
210.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-11.26,-18.18
210.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-6.37,-21.80
210.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,4.63,-29.05
210.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,10.74,-24.22
211.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,19.30,-26.63
211.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,21.74,-33.88
211.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,24.19,-37.50
211.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,27.85,-41.13
211.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,38.85,-39.92
211.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,38.85,-45.96
211.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,47.41,-47.17
211.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,44.96,-45.96
211.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,51.07,-49.58
211.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.18,49.85,-67.70
211.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,52.30,-49.58
211.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,58.41,-47.17
211.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,52.30,-38.71
211.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,57.18,-44.75
211.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,54.74,-41.13
211.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,54.74,-38.71
211.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,51.07,-38.71
211.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,44.96,-39.92
211.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,41.30,-38.71
211.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,35.19,-31.46
211.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,25.41,-35.09
211.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,24.19,-23.01
211.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,13.19,-20.59
211.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,29.32,4.63,-18.18
211.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-6.37,-7.31
212.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,-16.14,-0.06
212.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-19.81,9.60
212.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-29.59,18.06
212.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-36.92,27.72
212.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,32.85,-45.48,41.01
212.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,-52.81,50.67
212.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-58.92,57.92
212.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-66.25,66.37
212.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-76.03,69.99
212.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-77.25,73.62
212.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.55,-77.25,77.24
212.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,29.13,-73.59,71.20
212.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-73.59,63.95
212.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-71.14,59.12
212.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-46.70,47.04
212.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-62.59,43.42
212.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.93,-56.48,30.14
212.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-50.36,22.89
212.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-43.03,19.26
212.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-38.14,-0.06
212.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-27.14,-3.68
212.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-17.37,-9.72
212.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-10.03,-16.97
212.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,-1.48,-20.59
212.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,7.08,-29.05
213.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,11.96,-30.26
213.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.37,19.30,-43.54
213.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.18,22.96,-36.30
213.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,31.52,-39.92
213.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,29.07,-45.96
213.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,33.96,-42.33
213.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,42.52,-36.30
213.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,44.96,-47.17
213.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,23.86,47.41,-43.54
213.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,51.07,-52.00
213.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,54.74,-45.96
213.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,53.52,-47.17
213.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,54.74,-44.75
213.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,65.74,-43.54
213.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,54.74,-47.17
213.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,49.85,-41.13
213.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.74,51.07,-37.50
213.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,46.18,-38.71
213.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,41.30,-38.71
213.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,37.63,-33.88
213.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.18,35.19,-33.88
213.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,24.19,-27.84
213.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,19.30,-23.01
213.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,13.19,-18.18
213.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,4.63,-9.72
214.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-3.92,-4.89
214.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-16.14,4.77
214.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-16.14,14.43
214.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-32.03,19.26
214.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-41.81,31.34
214.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-46.70,42.21
214.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-54.03,55.50
214.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-66.25,62.75
214.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,-69.92,69.99
214.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-73.59,73.62
214.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-80.92,77.24
214.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-78.47,82.07
214.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-78.47,71.20
214.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-74.81,60.33
214.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,33.75,-68.70,54.29
214.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-65.03,42.21
214.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-58.92,38.59
214.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-51.59,28.93
214.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-49.14,16.85
214.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,29.13,-39.37,10.81
214.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-32.03,-3.68
214.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-24.70,-9.72
214.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-14.92,-0.06
214.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-6.37,-10.93
214.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,0.97,-21.80
215.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,9.52,-25.42
215.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,18.08,-24.22
215.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,30.11,19.30,-32.67
215.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,24.19,-41.13
215.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,25.41,-39.92
215.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,36.41,-43.54
215.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,40.07,-45.96
215.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.81,42.52,-48.37
215.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.81,43.74,-52.00
215.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,46.18,-47.17
215.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,49.85,-47.17
215.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,48.63,-44.75
215.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,57.18,-48.37
215.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,53.52,-44.75
215.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,60.85,-47.17
215.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,53.52,-44.75
215.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,29.32,51.07,-39.92
215.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,44.96,-44.75
215.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,43.74,-38.71
215.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,42.52,-37.50
215.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,36.41,-35.09
215.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,29.07,-32.67
215.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.55,24.19,-25.42
215.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,21.74,-19.39
215.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,30.31,10.74,-15.76
216.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,2.19,-8.52
216.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-5.15,-3.68
216.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-14.92,3.56
216.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-25.92,16.85
216.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-40.59,22.89
216.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-44.25,34.97
216.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,-55.25,49.46
216.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-61.36,62.75
216.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.18,-65.03,66.37
216.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-73.59,71.20
216.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-71.14,76.03
216.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-77.25,82.07
216.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-76.03,73.62
216.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-71.14,63.95
216.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-71.14,54.29
216.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-65.03,47.04
216.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-62.59,45.84
216.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-61.36,33.76
216.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-54.03,26.51
216.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-41.81,15.64
216.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,-35.70,4.77
216.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-28.37,1.15
216.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-19.81,-1.27
216.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-17.37,-24.22
216.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-6.37,-23.01
217.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,3.41,-24.22
217.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,8.30,-31.46
217.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,14.41,-32.67
217.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.55,20.52,-36.30
217.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,27.85,-37.50
217.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,31.52,-37.50
217.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,29.71,33.96,-45.96
217.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,38.85,-43.54
217.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,41.30,-48.37
217.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,46.18,-47.17
217.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,53.52,-44.75
217.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,51.07,-49.58
217.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,52.30,-48.37
217.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.55,55.96,-48.37
217.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,53.52,-39.92
217.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,55.96,-53.20
217.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,52.30,-42.33
