Time (s),Accel_x (m/s2),Accel_y (m/s2),Accel_z (m/s2),RPM,Humidity (%),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),noBond_height (mm),Bond_height (mm)
42.04,0.42,-0.15,-0.15,26.77,94.0,21.8,44.25,27.08,-16.21,35.24
42.08,0.31,-2.22,8.95,26.77,94.0,21.8,44.25,26.55,-21.09,37.66
42.12,0.30,-2.59,8.94,26.77,94.0,21.8,44.25,26.20,-19.87,41.28
42.16,0.28,-2.74,8.96,26.77,94.0,21.8,44.25,25.01,-27.20,44.91
