
90 mm - ,25 Hz,77.5055,3.402792933599393,78.30125523012552,3.0388475144528866,0.623866479049406,0.010225496891697553,0.6238339066082969,0.009161371438550323,2.201534583933314,4.056634044710274
90 mm - ,30 Hz,94.98928870292887,3.524400526580741,67.59430962343096,3.40985624101703,0.7428786950386216,0.06626592815927898,0.7430902379891352,0.0674748378646486,2.630275572909068,0.07076087657333169
90 mm - ,35 Hz,99.16336134453782,3.992821782210046,107.05209205020921,3.7431968283397596,0.8739501042471314,0.025694894687434282,0.875165593857659,0.026522233546649395,2.300082281501179,0.10116755025902868
90 mm - ,40 Hz,113.10484848484849,6.743461170934395,107.23401673640167,14.899825720024838,1.0058740642293156,0.07175849141531818,1.0647551955335968,0.22860824211918102,1.721358052377452,0.14872614603347176
110 mm - ,25 Hz,89.63033472803347,3.437797060179987,86.741589958159,3.4229556223392352,0.6225375234521576,0.00907033632454685,0.6224365488847196,0.010007777525160244,3.446615544363041,0.09979231339902132
110 mm - ,30 Hz,113.76259414225942,3.971976833371448,79.35196652719665,3.887846488507822,0.7478787127224626,0.015220248131648417,0.7485487092564298,0.017774532502054696,2.646911042692938,0.06253179940980409
110 mm - ,35 Hz,113.38380753138075,4.8663847965415,124.82100418410042,4.664907413041692,0.8725013266749454,0.01886204575651001,0.87262839363076,0.021074207862347902,2.371186496871125,0.07460967363878013
110 mm - ,40 Hz,145.63176923076924,4.25178384184869,135.87217573221758,5.609175806613003,0.7923571374930627,0.29711031918118586,0.9856497939604123,0.09417782595508045,1.7444891137880776,0.15283827128918825
130 mm - ,15 Hz,50.73392561983471,7.088594652829359,57.835271966527195,6.092828253217254,0.4088241832059228,0.13719034430094107,0.39554230579369215,0.0862784663018037,9.14307026148731,24.783766430031108
130 mm - ,20 Hz,93.53808333333333,3.108976690162232,87.65205020920502,2.9176466107751304,0.49687887975703104,0.007335411412939248,0.4968657334728763,0.006869128105586811,5.497668680028671,0.23694764081771552
130 mm - ,25 Hz,102.49125523012552,4.090880112940173,97.13665271966526,3.642486985249661,0.6217362414008756,0.008043329387545938,0.6216157233687721,0.008363662845693419,3.4572557549857548,0.07062115236865756
130 mm - ,30 Hz,129.80744769874477,3.669698853703792,93.26991631799163,3.8339554351455605,0.7487647886445721,0.02498899647331884,0.7479132347565102,0.01993037499117206,2.714930051504333,0.1796980594858718
130 mm - ,35 Hz,131.00467032967032,6.568570961506953,144.60133891213388,5.361570528857795,0.8225834306581108,0.17417385483788114,0.8739499352929785,0.04096227785019462,1.881663998914907,0.38896674037456963
130 mm - ,40 Hz,161.42732692307692,6.335503773376844,164.78285714285715,3.8123296214856714,0.9676864569636894,0.13611446757001774,0.03827655100548875,0.03065730845386128,2.073740441882846,1.438670537026936
150 mm - ,15 Hz,51.095763358778626,9.988785895589329,61.58882845188285,8.805796141209019,0.4862826167913122,0.19364781807301815,0.41537642016362286,0.10823673199495966,7.543265011871432,24.482459200021644
150 mm - ,20 Hz,98.05733333333333,2.981920342007964,95.11912133891214,3.469433341643237,0.49598980617888183,0.007808126955050931,0.49614063574147604,0.007387760436205238,5.214287750024848,0.1735890561646107
150 mm - ,25 Hz,115.92924686192468,4.308277095457083,107.35430962343096,3.384994607376181,0.6209996389112243,0.009321296095897769,0.6211913509931802,0.011268522162325554,3.4582034188034187,0.068903566108995
150 mm - ,30 Hz,143.8092468619247,4.287612930347586,105.26267782426778,3.8845899420164565,0.7468391239071386,0.012223898768618102,0.7470374039767421,0.012643779897243699,3.254842226613964,0.08150613146940486
150 mm - ,35 Hz,145.23765432098767,6.23523921980633,161.8742259414226,5.308030317160561,0.713803363299934,0.23596809324572293,0.8670824971112326,0.0438343888217812,1.8604579592065411,0.38738076282970624
150 mm - ,40 Hz,183.39411764705883,5.2839474576583445,0,0,0.2727899917683019,0.3286800058946825,0,0,2.2160676328502418,0.011797101449275408
