Crank position,Motor Frequency (Hz),No Bond Peak-Peak Median (mm),No Bond Peak-Peak Average (mm),No Bond Peak-Peak Standard deviation (mm),Bond Peak-Peak Median (mm),Bond Peak-Peak Average (mm),Bond Peak-Peak Standard deviation (mm),No Bond Frequency Median (Hz),No Bond Frequency Average (Hz),No Bond Frequency Standard deviation (Hz),Bond Frequency Median (Hz),Bond Frequency Average (Hz),Bond Frequency Standard deviation (Hz),Wavelength Median (m), Wavelength Average (m),Wavelength Standard deviation (m)
B,27,78.75,78.38383838383838,1.5244675908908534,73.53999999999999,73.16700507614213,1.4812417794397295,0.662989286093144,0.6683090171526223,0.05238300808086498,0.6637545280204392,0.6689251673575032,0.053672909287197264,3.2505768754641373,3.2217941736178757,0.11769129048256205
B,28,77.5,77.44949494949495,2.418855656667347,90.99000000000001,90.89030456852792,2.011578451353169,0.6864683361576593,0.6898277752561768,0.03288156192330771,0.6866785601665741,0.6854524809383487,0.012619992332840273,3.0603270462018624,3.0536005383891767,0.09253576053042384
B,29b,96.25,96.16623711340206,1.9004721980629649,132.13,130.6762244897959,12.176481283262977,0.7098441182316484,0.7155720830401926,0.05411646559750637,0.7071438430352384,0.7437302423056759,0.14506607084561932,2.60997496732458,22.79941581637972,39.024565308201986
B,30,103.75,103.54060913705584,2.6327510703611,105.94,105.58212121212121,2.357612262256384,0.7407351540513579,0.7355049614207065,0.03331004383923781,0.7360766229159172,0.7436035312126764,0.08738558511748955,2.910322357737594,5.3793592552187866,24.607826142246353
B,31,103.75,103.73115577889448,1.6499033246408348,92.24000000000001,93.11223350253807,2.3501687056886738,0.757866656197663,0.7658281607076176,0.05934185243544008,0.7581592623931357,0.7564513622520727,0.029451843731035963,2.454369169236534,2.47046865079717,0.07151573975469956
B,32,148.75,148.59924623115577,3.753266178240037,105.94999999999999,105.53823232323232,7.336555257908915,0.7770562931462963,0.7797431576618129,0.08317811709150999,0.7815958036120987,0.7846412510992751,0.06395829861691936,2.6262362908738197,2.579419286493138,0.12289461331397879
B,33,96.25,96.50883838383838,1.8000240168001296,78.52,78.10525252525252,2.6643273618752703,0.8096342712538207,0.7930412730471025,0.081830185622701,0.8088561785493809,0.8091770951828224,0.05184395429410385,2.3691971944573122,12.746250673889541,28.579738012840046
B,34,111.25,111.19346733668341,2.320910117915571,88.5,88.98065989847716,3.358401750448311,0.8327658188493834,0.8377083678686411,0.05740712996460739,0.8330746337229047,0.8310612256794572,0.035474147158958816,2.0498597962898595,1.701617606778608,0.45178340267278094
C,15,51.25,50.94065656565657,1.2747353953486358,42.379999999999995,42.81595959595959,1.092266231832637,0.3711695304457993,0.3745515673744847,0.03380044013295537,0.3702989106236446,0.3732585758202208,0.02563658458347283,7.156194895591797,7.131265486748787,0.3071664574289299
C,16,51.25,50.77020202020202,1.0417531882233733,53.6,54.202222222222225,1.2030498937339682,0.3938744643307276,0.3971112332266248,0.036981510037399606,0.3936088960026902,0.3966236762450128,0.03049448450006877,6.515190713101264,6.47414859372124,0.27510064099319637
C,17,46.25,45.99116161616162,1.1141613422616439,57.339999999999996,56.90348484848485,1.339723237299831,0.42108814944959483,0.4251439750870261,0.0378743747909733,0.4212342671538799,0.42415417591484394,0.032633399912940966,5.839139936552883,5.814882818882836,0.2578705534618701
C,18,50.0,50.50879396984924,2.0179711665567384,58.58,58.227777777777774,1.2705449133196944,0.4426659111835174,0.45218364725907473,0.05953693905716321,0.4435024223425522,0.44642530649544176,0.029672498730989563,5.242526611106524,5.351912819531208,0.5081594766707508
C,19,63.75,63.36683417085427,1.554719282738651,67.31,67.30984848484849,1.300581079533038,0.4684455104182247,0.47151625603124625,0.03356450499914914,0.46860058436799673,0.4718008227421625,0.03267251397743009,4.887202411395156,4.885216006108398,0.23619782120166818
C,20,80.0,80.69723618090453,1.91577183314301,84.76,85.32282828282828,1.654583260920357,0.49168076151516266,0.4917434321597024,0.004855523046772635,0.4913811225562376,0.4948276027770542,0.037899565839148705,4.5796424288673725,4.599053226639187,0.10283423538805643
C,21,92.5,92.10427135678393,1.6785919865490648,90.99000000000001,91.26262626262627,1.9644779913231563,0.513102587678979,0.5178593911819204,0.04230096207066009,0.5128468653648446,0.5168939027655098,0.04114728105711755,4.53779782359673,4.48386888537324,0.2131978530440312
C,22,87.5,87.17178770949721,1.8470748631783103,88.5,87.62596685082873,5.139601236045625,0.5382363072683493,0.5435025955717939,0.04541059673127454,0.5401253685488494,0.5395027180916103,0.07557072298023138,4.3975844421699,4.377205036533805,0.2394127564379838
C,23,65.0,64.33375634517766,1.7701003377310434,68.55,68.288730964467,1.81777193561339,0.5630833543551069,0.5658815080952402,0.034887600728398416,0.5642898095899123,0.5635379833107528,0.007929240068913398,4.032392848395826,4.005618738514555,0.18390853657894685
C,24,70.0,70.46085858585859,1.6423706928068595,69.81,70.20162436548225,1.9574792205781226,0.5912961210974523,0.5959706900694829,0.050165873952075266,0.589488636363638,0.5837389129610834,0.058504315485585635,3.3417516843118302,3.350815215797165,0.1314179420147838
C,25,110.0,106.97660098522168,13.025883667536611,92.22999999999999,91.95984771573605,2.7895640938745316,0.612028381531868,0.6722379355218234,0.35242900088976215,0.6107931316435046,0.6150637791006314,0.042870056400007316,3.710758823370102,3.760458154367077,0.6468303619676126
C,26b,100.0,98.88819095477388,5.682275627491723,123.4,123.26111675126903,3.3623013212790887,0.6370011007379073,0.6501596816767078,0.09348246050037302,0.6365115176320653,0.6340282024488252,0.06594820964773732,3.3104409976921447,3.285767060378181,0.26494709502698766
D,14,53.75,53.481675392670155,1.333398633240688,42.379999999999995,41.69842639593908,4.311207873376435,0.34403038476359493,0.3451403176855091,0.04589499040031332,0.34492273730684236,0.35703761326565053,0.08772205955629558,7.418665360597724,7.710365104893163,3.16364243033816
D,15,62.5,62.36180904522613,4.594998790265786,57.34,57.210862944162436,1.4752975370943282,0.36708024374127957,0.36578829807916546,0.045643536871934946,0.36728494517972254,0.35739538660840525,0.05174734193710636,7.089575527626403,7.165229969488277,1.1288074498476672
D,18,61.25,57.0148401826484,12.03075936757858,68.55000000000001,68.99272727272728,1.6085414891126018,0.44185224460940864,0.5185129311416996,0.1585328869610473,0.4423601999929084,0.445075018066749,0.029614403152183038,5.269127121681992,4.920628620750454,1.0738804009679646
D,20,96.25,95.63442211055276,1.9699019466736547,102.21000000000001,102.24808080808081,1.8916018923984077,0.489857982300218,0.4935147551489058,0.03469318582005659,0.4890746624995327,0.49343527353008415,0.04003433857869615,4.736564774515719,4.713467459026831,0.25380948635458983
D,22,105.0,105.48366834170854,3.2846900920114743,115.91999999999999,115.49863636363636,2.828470853594823,0.5377916982171146,0.5410159415336642,0.03781477085179228,0.5384722019509078,0.5431493113037931,0.049025555622638405,4.528572445555449,4.48369915027168,0.22565849853974898
D,25,126.25,126.44670050761421,2.624638318455292,107.19,107.80756345177666,4.90347993383419,0.6201536106683461,0.62267058045124,0.08659886768003162,0.6090558107711906,0.6138355830740054,0.04550301912230638,3.452437023716052,3.446926081471087,0.17141286806679434
E,15,75.0,74.43627450980392,7.489992196036452,67.31,67.78328282828284,2.219288958890641,0.36623954996484154,0.3860156014101145,0.08032891215579957,0.365707082551595,0.3677813094287286,0.02278868015906733,7.033348416289504,8.0127423915373,2.268616645606802
E,18,71.25,56.57801418439716,21.91466048300104,84.76,85.4021212121212,1.9974200480062305,0.6890232699837869,0.7898458563222962,0.7720396996329254,0.4393177653526225,0.4408968706752447,0.025897771670773475,4.569766369575793,21.490621868733136,76.91477616038593
E,19,90.0,90.41457286432161,1.872073795669298,98.47,97.9539393939394,4.063602542163022,0.4649001469698257,0.46273375724909305,0.02350761264330813,0.46540567446490644,0.4656764611407295,0.038927336436427255,4.644971590909137,4.617791887085268,0.2122806683295623
E,20,112.5,112.04145728643216,2.6830420295361095,114.67,114.64181818181818,2.2558914919887263,0.48708889697095165,0.4905958977351661,0.036328894043055664,0.4866123035585921,0.49027192771382605,0.037711150285302544,4.703780071983409,4.7107447647446055,0.24468105173752167
E,23,100.0,99.62939698492463,7.071908978785946,107.19,107.47365482233502,3.4433659734601627,0.5611093115286285,0.5763782664473746,0.1039931800824607,0.5611476355693549,0.5552793658420305,0.05685727695720748,3.7331249204439807,3.6985462658467947,0.3668633147306607
