Time (s),Accel_x (m/s2),Accel_y (m/s2),Accel_z (m/s2),RPM,Humidity (percentage),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),noBond_height 1 (mm),Bond_height 2 (mm)
152.80,0.20,-0.76,9.24,32.79,94.0,21.3,17.25,35.16,-26.69,32.37
152.84,0.19,-0.69,9.16,32.79,94.0,21.3,19.27,35.16,-26.69,31.12
152.88,0.20,-1.12,9.32,32.79,94.0,21.3,17.01,35.40,-22.94,29.88
152.92,0.20,-0.52,9.17,32.79,94.0,21.3,17.13,35.40,-20.44,27.38
152.96,0.10,-1.01,9.27,32.79,94.0,21.3,16.77,35.40,-17.94,23.65
153.00,0.23,-1.21,9.25,32.79,94.0,21.3,17.37,35.16,-14.19,17.41
153.04,0.19,-0.86,9.25,32.79,94.0,21.3,17.13,35.40,-4.19,12.43
153.08,0.18,-0.75,9.26,32.79,94.0,21.3,17.13,35.40,-1.69,9.93
153.12,0.23,-1.01,9.32,32.79,94.0,21.3,17.37,35.40,4.56,3.70
153.16,0.23,-0.93,9.24,32.79,94.0,21.3,17.01,35.16,7.06,1.21
153.20,0.19,-0.81,9.21,32.79,94.0,21.3,17.37,35.65,13.31,-5.02
153.24,0.19,-0.63,9.30,32.79,94.0,21.3,17.37,35.16,17.06,-10.01
153.28,0.21,-0.42,9.16,32.79,94.0,21.3,17.01,35.40,23.31,-12.50
153.32,0.19,-0.39,9.21,32.79,94.0,21.3,17.25,35.40,25.81,-18.73
153.36,0.20,-0.12,9.24,32.79,94.0,21.3,17.01,35.16,27.06,-21.23
153.40,0.14,0.11,9.18,32.79,94.0,21.3,17.13,35.40,28.31,-26.21
153.44,0.17,0.12,9.21,32.79,94.0,21.3,17.13,35.16,29.56,-28.71
153.48,0.20,0.29,9.15,32.79,94.0,21.3,17.85,35.16,29.56,-31.20
153.52,0.20,0.70,9.16,32.79,94.0,21.3,17.37,35.16,32.06,-34.94
153.56,0.12,0.96,9.16,32.79,94.0,21.3,17.01,35.40,33.31,-34.94
153.60,0.12,1.09,9.12,32.79,94.0,21.3,17.13,35.40,32.06,-33.69
153.64,0.18,1.49,9.09,32.79,94.0,21.3,17.25,35.16,32.06,-34.94
153.68,0.11,1.69,9.20,32.79,94.0,21.3,17.01,35.16,32.06,-32.45
153.72,0.17,2.36,9.06,32.79,94.0,21.3,17.25,35.16,32.06,-29.95
153.76,0.15,2.11,9.18,32.79,94.0,21.3,16.89,35.40,29.56,-27.46
153.80,0.17,2.45,9.21,32.79,94.0,21.3,16.65,35.40,29.56,-23.72
153.84,0.10,3.04,9.10,32.79,94.0,21.3,16.65,35.40,27.06,-23.72
153.88,0.10,2.89,9.15,32.79,94.0,21.3,17.13,35.40,25.81,-19.98
153.92,0.20,2.86,9.15,32.79,94.0,21.3,17.25,35.16,20.81,-13.75
153.96,0.13,3.10,9.11,32.79,94.0,21.3,17.01,35.40,15.81,-8.76
154.00,0.11,3.06,9.21,32.79,94.0,21.3,17.25,35.16,12.06,-2.53
154.04,0.14,3.07,9.17,32.79,94.0,21.3,17.25,35.40,7.06,-0.04
154.08,0.14,2.70,9.15,32.79,94.0,21.3,17.13,33.98,2.06,4.95
154.12,0.20,2.34,9.19,32.79,94.0,21.3,17.25,35.16,-2.94,7.44
154.16,0.12,2.35,9.19,32.79,94.0,21.3,17.13,35.16,-7.94,11.18
