Time (s),Accel_x (m/s2),Accel_y (m/s2),Accel_z (m/s2),RPM,Humidity (percentage),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),noBond_height 1 (mm),Bond_height 2 (mm)
0.31,-0.01,0.11,0.64,0.00,0.0,0.0,-80.14,30.72,125.68,126.66
0.35,0.63,1.93,9.07,0.00,0.0,0.0,-60.89,30.31,125.68,126.66
0.39,0.75,1.40,9.69,0.00,0.0,0.0,-273.15,30.72,125.68,126.66
0.43,0.66,1.74,9.20,0.00,0.0,0.0,-273.15,31.76,125.68,126.66
0.47,0.51,1.06,9.38,0.00,0.0,0.0,-80.14,29.71,125.68,126.66
0.51,0.35,1.10,9.29,0.00,0.0,0.0,-273.15,30.51,125.68,126.66
0.55,0.27,1.65,9.29,0.00,0.0,0.0,-273.15,30.92,124.45,126.66
0.59,0.29,1.53,9.21,0.00,0.0,0.0,-273.15,30.92,124.45,126.66
0.63,0.25,1.61,9.24,0.00,0.0,0.0,-273.15,30.51,125.68,126.66
0.67,0.42,0.94,9.25,0.00,0.0,0.0,-80.14,30.31,125.68,125.45
0.71,0.33,0.66,9.37,0.00,0.0,0.0,-273.15,30.72,125.68,126.66
0.75,0.31,0.72,9.06,0.00,0.0,0.0,-273.15,30.72,125.68,125.45
0.79,0.08,0.60,9.21,0.00,0.0,0.0,-273.15,30.92,123.23,126.66
0.83,0.42,0.28,8.99,0.00,0.0,0.0,-273.15,30.31,125.68,126.66
0.87,0.24,-0.33,9.23,0.00,0.0,0.0,-273.15,30.72,123.23,126.66
0.91,0.24,-0.76,9.12,0.00,0.0,0.0,-80.14,30.31,125.68,126.66
0.95,0.19,-0.73,9.07,0.00,0.0,0.0,-273.15,30.51,123.23,124.24
0.99,0.29,-0.82,9.12,0.00,0.0,0.0,-273.15,30.51,125.68,126.66
1.03,0.47,-0.84,9.03,0.00,0.0,0.0,-80.14,30.31,125.68,126.66
1.07,0.47,-1.20,9.38,0.00,0.0,0.0,-273.15,30.51,125.68,126.66
1.11,0.26,-0.99,8.87,0.00,0.0,0.0,-80.14,30.51,123.23,126.66
1.15,0.22,-1.68,9.26,0.00,0.0,0.0,-273.15,30.31,125.68,126.66
1.19,0.34,-1.86,9.16,0.00,0.0,0.0,-80.14,30.11,125.68,126.66
1.23,0.40,-1.85,9.08,0.00,0.0,0.0,-273.15,30.51,125.68,126.66
1.27,0.37,-2.85,9.11,0.00,0.0,0.0,-273.15,30.92,125.68,126.66
1.31,0.32,-2.97,9.12,0.00,0.0,0.0,-273.15,30.92,125.68,124.24
1.35,0.28,-3.03,9.21,0.00,0.0,0.0,-273.15,30.72,125.68,126.66
1.39,0.21,-2.68,8.97,0.00,0.0,0.0,-60.89,30.31,125.68,126.66
1.43,0.31,-2.29,9.12,0.00,0.0,0.0,-273.15,30.92,125.68,125.45
1.47,0.28,-1.96,9.17,0.00,0.0,0.0,-80.14,30.51,125.68,126.66
1.51,0.14,-1.93,8.90,0.00,0.0,0.0,-60.89,31.13,123.23,125.45
1.55,0.19,-1.72,8.78,0.00,0.0,0.0,-273.15,30.51,125.68,126.66
1.59,0.28,-1.95,8.99,0.00,0.0,0.0,-273.15,30.72,125.68,126.66
1.63,0.05,-1.92,9.35,0.00,0.0,0.0,-80.14,30.31,125.68,126.66
1.67,-0.04,-1.34,8.82,0.00,0.0,0.0,-80.14,30.72,125.68,126.66
1.71,0.14,-0.94,8.93,0.00,0.0,0.0,-273.15,30.92,123.23,126.66
1.75,0.28,-0.23,9.14,0.00,0.0,0.0,-273.15,30.72,125.68,124.24
1.79,0.04,-0.27,9.04,0.00,0.0,0.0,-72.30,30.51,124.45,126.66
1.83,0.45,0.15,9.01,0.00,0.0,0.0,-63.79,30.72,125.68,126.66
1.87,0.19,-0.08,9.38,0.00,0.0,0.0,-80.14,30.31,124.45,126.66
1.91,0.62,0.51,8.95,0.00,0.0,0.0,-80.14,30.11,125.68,126.66
1.95,0.72,1.48,9.34,0.00,0.0,0.0,-273.15,30.72,125.68,126.66
1.99,0.50,1.42,9.51,0.00,0.0,0.0,-63.79,30.72,125.68,126.66
2.03,0.49,1.64,9.37,0.00,0.0,0.0,-273.15,30.72,125.68,126.66
2.07,0.42,1.13,9.54,0.00,0.0,0.0,-273.15,31.55,125.68,126.66
2.11,0.51,1.11,9.32,0.00,0.0,0.0,-80.14,29.91,125.68,126.66
2.15,0.38,1.36,9.25,0.00,0.0,0.0,-80.14,29.71,125.68,126.66
2.19,0.26,1.53,9.16,0.00,0.0,0.0,-273.15,30.72,125.68,124.24
2.23,0.40,1.56,9.25,0.00,0.0,0.0,-273.15,30.92,123.23,126.66
2.27,0.33,0.98,9.35,0.00,0.0,0.0,-273.15,30.11,125.68,126.66
2.31,0.43,0.53,9.20,0.00,0.0,0.0,-273.15,30.72,125.68,126.66
2.35,0.50,0.62,9.27,0.00,0.0,0.0,-273.15,30.92,125.68,124.24
2.39,0.64,0.54,9.50,0.00,0.0,0.0,-273.15,30.92,125.68,126.66
2.43,0.35,0.16,9.27,0.00,0.0,0.0,-273.15,30.72,125.68,126.66
2.47,0.19,-0.23,9.05,0.00,0.0,0.0,-273.15,30.72,125.68,124.24
2.51,0.27,-0.65,9.14,0.00,0.0,0.0,-80.14,30.31,125.68,126.66
2.55,0.28,-0.93,9.14,0.00,0.0,0.0,-80.14,30.31,125.68,126.66
2.59,0.37,-0.90,9.09,0.00,0.0,0.0,-273.15,30.31,125.68,126.66
2.63,0.62,-0.76,9.17,0.00,0.0,0.0,-273.15,30.92,125.68,126.66
2.67,0.37,-1.18,9.13,0.00,0.0,0.0,-63.79,30.72,125.68,126.66
2.71,0.30,-1.57,8.94,0.00,0.0,0.0,-273.15,30.51,125.68,126.66
2.75,0.20,-1.18,8.75,0.00,0.0,0.0,-273.15,30.92,122.01,126.66
2.79,0.30,-1.61,8.95,0.00,0.0,0.0,-273.15,30.72,125.68,126.66
2.83,0.24,-2.02,9.11,0.00,0.0,0.0,-273.15,31.13,125.68,126.66
2.87,0.25,-2.43,8.96,0.00,0.0,0.0,-273.15,31.55,125.68,124.24
2.91,0.39,-2.83,8.99,0.00,0.0,0.0,-273.15,30.92,124.45,126.66
2.95,0.42,-3.26,9.18,0.00,0.0,0.0,-273.15,30.92,123.23,126.66
2.99,0.37,-2.83,9.16,0.00,0.0,0.0,-273.15,30.31,125.68,126.66
3.03,0.33,-2.97,9.49,0.00,0.0,0.0,-273.15,30.92,123.23,126.66
3.07,0.21,-2.57,9.14,0.00,0.0,0.0,-80.14,30.31,125.68,125.45
3.11,0.12,-2.08,8.41,0.00,0.0,0.0,-63.79,30.72,125.68,126.66
3.15,0.15,-1.20,8.86,0.00,0.0,0.0,-273.15,30.51,125.68,126.66
3.19,0.04,-2.66,8.62,0.00,0.0,0.0,-80.14,30.72,125.68,126.66
3.23,0.45,-2.75,9.37,0.00,0.0,0.0,-273.15,30.72,125.68,126.66
3.27,0.18,-1.48,8.84,0.00,0.0,0.0,-80.14,30.31,125.68,126.66
3.31,0.55,-0.89,9.14,0.00,0.0,0.0,-67.41,30.31,125.68,126.66
3.35,0.75,-0.04,9.29,0.00,0.0,0.0,-80.14,29.71,125.68,126.66
3.39,0.48,-0.07,9.17,0.00,0.0,0.0,-273.15,30.92,125.68,126.66
3.43,0.80,0.12,9.18,0.00,0.0,0.0,-273.15,30.51,125.68,126.66
3.47,0.25,-0.01,9.20,0.00,0.0,0.0,-273.15,30.51,125.68,126.66
3.51,0.45,0.40,9.15,0.00,0.0,0.0,-80.14,30.31,125.68,126.66
3.55,0.68,1.67,9.59,0.00,0.0,0.0,-273.15,30.72,125.68,124.24
3.59,0.61,1.48,8.97,0.00,0.0,0.0,-273.15,30.92,125.68,124.24
3.63,0.50,1.61,9.46,0.00,0.0,0.0,-273.15,30.72,125.68,124.24
3.67,0.48,1.27,9.42,0.00,0.0,0.0,-273.15,30.72,123.23,124.24
3.71,0.41,1.07,9.27,0.00,0.0,0.0,-80.14,30.31,124.45,126.66
3.75,0.40,1.34,9.19,0.00,0.0,0.0,-273.15,30.92,123.23,126.66
