Time (s),Accel_x (m/s2),Accel_y (m/s2),Accel_z (m/s2),RPM,Humidity (percentage),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),Height 1 (mm),Height 2 (mm)
47.75,-8.48,3.51,-2.90,0.00,93.0,19.9,17.13,20.12,33.49,-1.56
